maxChanges,beta_1,beta_2,beta_3,beta_4,beta_5,origin,destination,Disutility,inVehicleTime,ptTime,taxiTime,bikeTime,walkingTime,waitingTime,cost,numberOfChanges,preprocessingTime,optimizationTime,Gap
4,1,2,3,2,2.5,1509638170,34968270,67.84378009140994,21.82236904761905,18.0,0.0,3.822369047619048,5.243928736181159,7.0,4.4,3,0.44,0.13,-0.0
4,1,2,3,2,2.5,26984400,27089524,118.3362186222222,24.5136746031746,0.0,14.481166666666661,10.032507936507937,6.756892857142858,4.0,26.629998200000003,4,2.34,0.11,-0.0
4,1,2,3,2,2.5,2573313483,3979742161,51.38643256397454,12.2,12.2,0,0,3.943216281987271,8.5,2.9,3,0.35,0.08,-0.0
4,1,2,3,2,2.5,26583752,422567738,28.0680346,3.4555000000000002,0,3.4555000000000002,0,0.0,2.0,9.3062673,2,0.04,0.08,-0.0
4,1,2,3,2,2.5,1821890325,2019487207,81.387899373056,22.493892857142857,19.1,0.0,3.393892857142857,4.501583615099426,12.0,4.4,4,1.4,0.13,0.023
4,1,2,3,2,2.5,34694348,26848789,54.05528344720416,2.800000000000001,2.800000000000001,0,0.0,7.727641723602078,10.0,2.9,3,0.41,0.1,0.0
4,1,2,3,2,2.5,2467429113,21669023,52.87298377142858,8.342499999999998,0,8.342499999999998,0,1.7549642857142858,2.0,17.5102776,2,0.14,0.08,0.0
4,1,2,3,2,2.5,29123692,2089428405,53.375951166900784,8.0,8.0,0,0.0,14.537975583450399,3.5,2.9,2,0.21,0.14,0.023
4,1,2,3,2,2.5,721672406,6294209369,96.40795616421481,17.1,17.1,0,0.0,18.003978082107405,12.5,2.9,4,2.44,0.11,-0.0
4,1,2,3,2,2.5,638946911,29273065,84.28622044583587,14.576,12.4,2.176,0.0,5.884175222917939,12.0,10.970935,4,1.17,0.11,0.0
4,1,2,3,2,2.5,265757804,26738752,25.12020035238095,2.2871666666666663,0.0,2.2871666666666663,0.0,0.13285714285714287,2.0,8.2836597,2,0.07,0.16,0.143
4,1,2,3,2,2.5,5837670589,50808274,149.38052143187397,24.20000000000005,3.4000000000000017,20.8,0.0,1.7051181159369873,9.0,47.385142599999995,4,7.17,22.67,0.03
4,1,2,3,2,2.5,21432805,469462967,27.187742457142857,2.7046666666666663,0,2.7046666666666663,0,0.15773809523809523,2.0,9.083799800000001,2,0.04,0.08,0.0
4,1,2,3,2,2.5,4440525861,26759909,38.3991065047619,5.942000000000001,0,5.942000000000001,0,0.7543809523809524,2.0,12.474172300000001,2,0.07,0.08,-0.0
4,1,2,3,2,2.5,30822849,5747321703,68.00429202970282,17.948166666666662,15.0,2.948166666666667,0,1.4839559815180807,7.0,13.044106699999999,4,0.26,0.09,-0.0
4,1,2,3,2,2.5,3490429069,5200360606,27.58062401904762,2.9766666666666666,0,2.9766666666666666,0,0.4276904761904762,2.0,8.8742882,2,0.07,0.08,0.0
4,1,2,3,2,2.5,2697574404,4160071875,40.019150571353684,5.299999999999995,5.299999999999995,0,0,1.7095752856768431,8.5,2.9,3,0.08,0.08,-0.0
4,1,2,3,2,2.5,29788837,26736367,66.25414680529423,13.700000000000001,13.700000000000001,0,0,4.627073402647122,12.5,2.9,4,0.5,0.08,0.0
4,1,2,3,2,2.5,29552071,5476199328,18.244146825396825,2.650325396825397,0,0,2.650325396825397,1.3091666666666666,2.0,1.5,2,0.0,0.09,0.0
4,1,2,3,2,2.5,26729514,1804564227,53.93203621958209,6.0999999999999925,6.0999999999999925,0,0.0,9.766018109791052,7.5,2.9,3,0.43,0.09,0.0
4,1,2,3,2,2.5,26629159,5750562029,58.11416345989979,8.3,8.3,0,0,7.007081729949897,10.0,2.9,4,0.32,0.09,0.0
4,1,2,3,2,2.5,5857093955,1072738222,68.84282673714448,3.3000000000000016,3.3000000000000016,0,0.0,14.871413368572233,10.0,2.9,3,0.46,0.11,0.0
4,1,2,3,2,2.5,26848446,122341666,37.38074306666667,5.662666666666666,0,5.662666666666666,0,0.0,2.0,12.8590382,2,0.05,0.08,-0.0
4,1,2,3,2,2.5,270944756,664571875,50.53024896628928,5.3987698412698375,2.600000000000001,0,2.7987698412698414,5.566662181557341,7.0,4.4,3,0.24,0.11,0.0
4,1,2,3,2,2.5,26723214,3883501031,28.698605561904763,2.9671666666666665,0,2.9671666666666665,0,0.2816190476190476,2.0,9.5841004,2,0.04,0.08,0.0
4,1,2,3,2,2.5,28465625,936149309,69.2304361968254,14.922718253968252,0,5.2715,9.651218253968253,0.3842023809523809,4.0,13.5312429,4,0.12,0.09,0.0
4,1,2,3,2,2.5,1679204655,29779124,40.07075483308549,0.9999999999999999,0.9999999999999999,0.0,0.0,9.135377416542747,5.0,2.9,2,0.04,0.1,0.027
4,1,2,3,2,2.5,618347124,6104068790,63.3564895250235,19.5,19.5,0,0.0,4.028244762511751,10.0,2.9,3,0.41,0.09,-0.0
4,1,2,3,2,2.5,443546728,1613925296,59.568079400000016,11.019499999999999,0,11.019499999999999,0,0.0,2.0,21.2742897,2,0.13,0.08,0.0
4,1,2,3,2,2.5,52003617,260647424,30.510370761750313,9.0,9.0,0,0,2.605185380875155,3.5,2.9,2,0.02,0.08,0.0
4,1,2,3,2,2.5,203603942,194539349,37.9592164,5.063999999999999,0,5.063999999999999,0,0.0,2.0,13.447608200000003,2,0.06,0.08,0.0
4,1,2,3,2,2.5,2480083071,26960738,35.89384572380952,5.385000000000001,0,5.385000000000001,0,1.881654761904762,2.0,10.3727681,2,0.05,0.08,0.0
4,1,2,3,2,2.5,30694246,50808274,44.5653614,6.354500000000002,0,6.354500000000002,0,0.0,2.0,16.105430699999996,2,0.03,0.08,0.0
4,1,2,3,2,2.5,21540762,2697574406,41.00085447445347,1.8000000000000005,1.8000000000000005,0,0,1.7004272372267344,10.0,2.9,4,0.07,0.08,-0.0
4,1,2,3,2,2.5,56341720,27560124,83.25003102718705,3.575833333333333,0.7999999999999999,2.775833333333334,0.0,17.21608104692686,7.0,12.121017799999999,3,0.2,0.16,-0.0
4,1,2,3,2,2.5,259846133,34968323,63.14538237342896,17.0,17.0,0,0.0,8.92269118671448,7.5,2.9,3,0.46,0.09,-0.0
4,1,2,3,2,2.5,26763035,893957906,24.600771825396826,3.2063849206349206,0,0,3.2063849206349206,3.792404761904762,2.0,1.5,2,0.01,0.08,-0.0
4,1,2,3,2,2.5,27452691,26881963,89.32918473089671,9.41563095238095,3.2000000000000015,0.0,6.215630952380953,12.895053674972168,12.0,4.4,4,3.74,0.93,0.086
4,1,2,3,2,2.5,443551472,27556410,41.19796458595391,6.0,6.0,0,0.0,7.198982292976956,5.0,2.9,2,0.07,0.08,0.0
4,1,2,3,2,2.5,26682653,26682632,18.995823412698414,3.9983293650793645,0,0,3.9983293650793645,0.0,2.0,1.5,2,0.04,0.09,0.0
4,1,2,3,2,2.5,3990705183,7260522178,57.104636207150904,13.199999999999996,13.199999999999996,0,0,4.0523181035754545,10.0,2.9,3,0.09,0.1,0.0
4,1,2,3,2,2.5,3037328164,4943615793,32.61050009214721,7.0,7.0,0,0,2.4052500460736077,5.0,2.9,2,0.04,0.08,-0.0
