id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
27272937,52.47341190103419,12.95269637288536,27243332+,8.333333333333334+,2000.0+,545.2414228639253+,
272738428,52.53976781647267,13.202772648834834,26759668+,8.333333333333334+,2000.0+,30.0+,
272815053,52.503141127719594,13.444722141790844,20246112+,8.333333333333334+,1200.4+,136.541920627885+,
27291342,52.50079857270724,13.30655503127503,26743963+27291346+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,235.19810889614453+261.35335246901093+,
27291343,52.50077187636518,13.306457542123798,27291344+,8.333333333333334+,1000.0+,260.5069461346562+,
27291344,52.49849332969608,13.307316403263913,270182847+27291343+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,239.42022691777248+260.5069461346562+,
27291346,52.498512127010535,13.307402193636461,27291342+,8.333333333333334+,1000.0+,261.35335246901093+,
27291994,52.55536709055127,12.95321458514452,27291995+27291997+27292017+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+231.78702776047277+371.3183717213584+,
27291995,52.55524160488673,12.953201384416595,27291994+,8.333333333333334+,2000.0+,30.0+,
27291997,52.557440756082855,12.953070239236567,27291994+27291999+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,231.78702776047277+30.0+,
27291999,52.557519347192134,12.953065441208688,267573190+27291997+27292039+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,2432.2452318254773+30.0+395.3164331662804+,
27292017,52.556345476769856,12.953618155935315,267577951+,8.333333333333334+,2000.0+,304.40999895444236+,
27292018,52.556463563338106,12.95362185763221,27291997+27292039+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,379.26471341485853+387.42344705275235+,
27292039,52.55645980198794,12.947909920335889,27292062+,8.333333333333334+,2000.0+,1289.543491506964+,
27292040,52.556362713029685,12.947907118911486,27291995+27292017+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,405.6569830080855+387.3678546783434+,
27292062,52.55791745991617,12.929491783712558,27292066+46996548+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,216.16337543202815+256.97326564526304+,
27292066,52.55941090396493,12.927464345934478,403100713+,8.333333333333334+,2000.0+,2548.097918751205+,
27292112,52.54544048874714,12.942585939467541,303938221+32862339+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,60.707653775464706+3870.6349922461795+,
27292134,52.54110129767129,12.970069173175219,267581830+,8.333333333333334+,1000.0+,313.8941708984376+,
27292145,52.53920196996146,12.97656888508924,27239677+280336201+,3.0+3.0+,600.0+1200.0+,179.3953801807735+73.23522430527083+,
27292493,52.53652874460974,12.965915372896614,27220382+27292134+,16.666666666666668+10.0+,4000.0+3000.0+,1656.3083894810882+731.0381699944894+,
27292494,52.535693539102944,12.965966851924394,27243037+,16.666666666666668+,4000.0+,6637.657935679312+,
27305407,52.48801735962892,13.301106443120759,255561545+,8.333333333333334+,6000.0+,74.5097473226897+,
27305408,52.48811874894338,13.30097665991773,26738404+,8.333333333333334+,2000.0+,37.75198844254954+,
27306842,52.5253173445544,13.297686482993523,26750495+27306844+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,119.6422049461828+30.0+,
27306844,52.52529434847957,13.297482006325318,26784426+27306842+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,137.27023191348297+30.0+,
27306991,52.498509279891344,13.29921094371015,26682606+27306993+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,164.93871274347396+30.0+,
27306993,52.498358296575596,13.299283732665172,26682605+27306991+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,58.726497648038794+30.0+,
273106104,52.427178224981255,13.355470999083296,26570022+274912049+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,214.8647693079767+30.0+,
27318237,52.39927267841051,13.141286121193247,27126875+27318311+30569600+,8.333333333333334+3.0+3.0+,1000.0+600.0+600.0+,1505.3574971338944+1821.6281661632765+1432.9719891921332+,
27318311,52.38805253319785,13.129114133980327,27318237+,3.0+,600.0+,1821.6281661632765+,
27318588,52.42183666473878,13.179538985644438,27134823+27318589+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,167.10152069520967+30.0+,
27318589,52.421727276727225,13.17960697586679,26280890+27318588+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,89.12705863429801+30.0+,
27323492,52.5288518784493,13.122750642608596,33236405+534145293+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,1563.6375689175968+45.51144244519621+,
27323529,52.52831673554544,13.123311568099476,27239355+27323530+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,2812.4500290007554+69.46177494073545+,
27323530,52.528584611185224,13.122387180063797,27323492+534145293+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,39.41936085084307+30.0+,
27323531,52.528491422182746,13.122323985752336,27323529+27323530+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,69.79093307906065+30.0+,
27323541,52.52797255549831,13.110987491771208,27239443+,8.333333333333334+,1000.0+,337.53339927876937+,
27323555,52.52806794818884,13.110450855710601,27323566+534130816+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,242.99465824757263+30.0+,
27323566,52.53024889936854,13.110624574061163,27239441+27323555+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+242.99465824757263+,
27324021,52.52901443591999,13.111178887959282,27239443+27323555+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,270.0505022955488+294.7217196753223+,
27324529,52.52930164089129,13.105456456903452,31367264+,8.333333333333334+,2000.0+,928.4400338204899+,
27324702,52.45419041817547,13.144310031253188,26759832+31901090+,8.333333333333334+3.0+,1000.0+600.0+,7830.473456391751+2185.9265609488884+,
27324736,52.47711719914885,13.11595751929112,26759835+268130809+27245195+,8.333333333333334+8.333333333333334+3.0+,2000.0+2000.0+600.0+,6283.080606074246+1291.5666448427567+2292.16049623494+,
27325585,52.477709457791406,13.328097236033091,26751253+,16.666666666666668+,6000.0+,165.80846226919684+,
27326034,52.47701013298475,13.360095913567557,274107526+,3.0+,600.0+,223.30605756515644+,
27326073,52.475210739871564,13.359712227312372,130101293+26908559+27326074+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+2000.0+,145.16130317043863+1095.2800701099181+30.0+,
27326074,52.475326625630785,13.359880809744212,27186900+27326073+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,387.47688143093274+30.0+,
273373301,52.314231328083885,13.283056851979877,273373310+273373310+37944111+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.649917776442745+30.0+2348.921163201319+,
273373310,52.31440440819597,13.283088951226436,273373301+273373301+36297683+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.649917776442745+30.0+602.742798525021+,
273511818,52.503748655131716,13.366396439854956,26765762+388575367+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,104.36327045559062+222.4323302933577+,
27370775,52.398337599643966,13.078006229091585,575000863+575000869+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,156.2557121172136+204.8666058541504+,
27370792,52.3979098400265,13.079256876823205,27370793+27370797+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,265.92752993088766+203.1160630647994+,
27370793,52.39942188809942,13.076231753539192,27271425+,8.333333333333334+,2000.0+,420.67576344534126+,
27370797,52.399279989369624,13.078488689829346,27370793+27370842+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,181.82069751579036+532.4379413936094+,
27370818,52.39682324989101,13.081327318094553,27370792+,8.333333333333334+,2000.0+,185.7034716529802+,
27370842,52.3955394211213,13.07747874092259,27370797+30563412+442677863+,8.333333333333334+3.0+3.0+,1000.0+600.0+600.0+,532.4379413936094+447.1560436766882+236.26851801371083+,
27370873,52.39333681752251,13.085675253629773,27370818+27370874+,8.333333333333334+8.333333333333334+,1000.0+4000.0+,513.2797999481772+30.0+,
27370874,52.393201834311164,13.085455076738745,27370889+30580934+,8.333333333333334+3.0+,2000.0+1200.0+,168.80640242566264+30.0+,
27370889,52.392031277713336,13.08387853861802,439122997+,8.333333333333334+,4000.0+,30.177704130793423+,
27370934,52.389294884746484,13.084481120809237,27370948+,8.333333333333334+,2000.0+,678.6956404611506+,
27370935,52.389324380268526,13.084652301518508,27370818+370276887+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,891.5114573245006+299.8881613834009+,
27370948,52.38534028562008,13.091872296098224,27371031+,8.333333333333334+,2000.0+,214.94427355358582+,
27370968,52.38424079432806,13.09434689046745,27370935+,8.333333333333334+,2000.0+,879.5269404379357+,
27370975,52.38426378539416,13.095309279511605,27370968+30563675+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,71.42925246843919+236.74511960711297+,
27370990,52.38287834260507,13.095348050725446,27371025+27371029+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,272.73736792687816+80.50074769456532+,
27371025,52.38398013787023,13.09222833103403,27370990+30563675+30622459+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,272.73736792687816+186.79426367102832+957.6217329805415+,
27371029,52.38291903078666,13.096443524683249,27371044+,8.333333333333334+,2000.0+,1116.7095747258347+,
27371030,52.383260993826,13.096153264266025,27370968+27370975+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,164.3728928796141+132.55292102895146+,
27371031,52.384083112790144,13.094264597223608,27370990+27371029+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,166.85186511335934+196.96631499949459+,
27371042,52.374546178172736,13.112339738799633,27371067+,8.333333333333334+,2000.0+,839.6189669212843+,
27371044,52.37636979365837,13.108866972500746,27371042+30516495+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,311.769695206184+446.51119979637014+,
27371067,52.372099780695606,13.12387526143905,132477724+30622979+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,467.7709051265408+288.4815625669438+,
27371070,52.37222334541944,13.127119888215626,252330923+30622962+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,222.78034455859913+143.91785135302268+,
27371074,52.372223336979324,13.128410238929705,27371070+,8.333333333333334+,4000.0+,87.88981988430481+,
27371094,52.37218097886483,13.138036124522385,268021513+,8.333333333333334+,2000.0+,367.5544169088048+,
27371120,52.37212365610124,13.142518504926647,30623092+,8.333333333333334+,4000.0+,61.87031009982721+,
27371188,52.369839073099214,13.14905800852993,268019853+,10.0+,3000.0+,432.62867363684063+,
27371222,52.369770973448446,13.1501908762781,27371256+27374011+,10.0+10.0+,3000.0+3000.0+,624.1725340216333+322.2101538248603+,
27371251,52.37307547033125,13.154406446079838,27371188+27371265+,10.0+10.0+,3000.0+3000.0+,537.0706979951669+521.1117884105474+,
27371256,52.37314004985123,13.156421514056596,27396616+,8.333333333333334+,2000.0+,475.35840951173054+,
27371261,52.37401203908264,13.15820872244555,268021378+27371251+,8.333333333333334+10.0+,2000.0+3000.0+,677.5959656037281+283.7701447544961+,
27371265,52.37617184580536,13.150201286555356,268040828+,10.0+,3000.0+,359.5605793733907+,
27374011,52.37266324390176,13.150311112735402,268021378+27371265+,10.0+10.0+,3000.0+3000.0+,692.9239845647936+390.5204374972229+,
27374015,52.37394700240343,13.149633113540467,27371120+454189728+,10.0+10.0+,3000.0+3000.0+,605.9592317416989+849.0103892486488+,
27374194,52.43060072161067,13.310767636728482,27452627+518426769+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,98.1582631081514+110.81308560420655+,
27374197,52.43070530939517,13.31081913255555,27452617+,8.333333333333334+,4000.0+,93.80833488450935+,
27374454,52.46473923084779,13.328190702782264,26848821+,8.333333333333334+,2000.0+,109.3358520759117+,
27374459,52.464952505281914,13.328399182269402,26627346+27374454+29000041+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+4000.0+1000.0+,30.0+30.0+131.94507654042798+,
27374464,52.46440862963096,13.33425739381477,267337719+26907936+,16.666666666666668+10.0+,6000.0+3000.0+,765.8683993523412+358.298649002218+,
27376137,52.47659479071011,13.342764416190827,26852208+26908562+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,68.08945069448254+617.7559323283398+,
27378689,52.38977088876743,13.624892660573131,21483449+310889570+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,4385.4899916403965+273.40963190706077+,
27378696,52.40108809481489,13.561423800033495,27378728+27378804+27386085+,8.333333333333334+8.333333333333334+3.0+,1000.0+1000.0+600.0+,983.0313196502849+330.13249998088247+649.1426108487843+,
27378728,52.40563570400832,13.573320697191058,260809874+27378696+27378771+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,588.6010341122984+983.0313196502849+4070.3468884346653+,
27378730,52.39923975650543,13.553124930712618,206188820+27378804+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,644.1578574834132+304.023258611621+,
27378769,52.366088397134256,13.557691451678352,267274898+32255255+,10.0+8.333333333333334+,3000.0+1000.0+,835.5801957275598+196.41301811868072+,
27378771,52.370293079674504,13.564034286985446,27378728+27378769+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,4070.3468884346653+637.6539814988474+,
27378804,52.39967438159823,13.557227162719732,27378696+27378730+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,330.13249998088247+285.3704600233938+,
27378825,52.40107193072406,13.555940135029266,303135363+662197007+,10.0+10.0+,1500.0+3000.0+,908.1669879692915+452.76269414836315+,
27378849,52.399935651524814,13.557287060120341,27378825+,16.666666666666668+,4000.0+,156.3871952295242+,
27379359,52.418314091232354,13.568740738235794,314364933+,8.333333333333334+,3000.0+,537.5574248577002+,
27380151,52.41612774010127,13.568684808420336,296092115+,8.333333333333334+,1000.0+,362.51817466881965+,
27386071,52.411754610938395,13.572917745357989,246780322+260809874+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,99.10190252457399+127.33816198450424+,
27386072,52.41288898338747,13.572692590264856,21483449+246780323+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,97.29445258524775+30.0+,
27386085,52.4063807136274,13.558129669561747,27378696+27379359+27386086+,3.0+8.333333333333334+3.0+,600.0+2000.0+1200.0+,649.1426108487843+1579.3501460616503+30.0+,
27386086,52.40644810656354,13.558033581813843,20246072+27386085+,8.333333333333334+3.0+,2000.0+1200.0+,103.65293900249665+30.0+,
27396616,52.37555263807827,13.162181089620354,27396619+27396621+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+32.24112976477289+,
27396617,52.37552894320363,13.161807832397178,27371261+385350208+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,297.6311808710113+48.14924529564625+,
27396618,52.37572801772243,13.16224568519676,27396617+27396619+27396623+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+2000.0+2000.0+,37.160799200131784+30.0+30.0+,
27396619,52.375661824195035,13.162407065372244,27396618+27396621+453429516+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,30.0+30.0+954.0415336913622+,
27396620,52.37588329746634,13.162645641619173,27396618+27396623+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,32.25846152786518+42.37227549784755+,
27396621,52.37557473257206,13.162640736819554,27396616+27396619+37988324+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,32.24112976477289+30.0+2552.9128541438495+,
27396623,52.37580091076332,13.16204211002019,27396618+27396620+385350208+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,30.0+42.37227549784755+30.0+,
27396773,52.380941930759704,13.130738321810696,30516515+30622988+385350208+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,666.9598874211124+420.5516770566573+2220.698902688544+,
27410698,52.51750161490895,13.410151797319369,27410732+,8.333333333333334+,4000.0+,143.2544110288854+,
27410732,52.51853118993231,13.411418267864212,262467649+30731517+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,343.65415654609353+77.78754804607948+,
274107526,52.47601392800076,13.36294836577842,26554152+27326034+274107527+,3.0+3.0+3.0+,1200.0+600.0+600.0+,30.0+223.30605756515644+181.91827788009437+,
274107527,52.47461529573632,13.361562702565271,130101293+27326074+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+139.65246228023756+,
274107528,52.47655916336006,13.36337112606837,274107526+27785476+,3.0+3.0+,1200.0+600.0+,67.47142669227513+953.9173020659306+,
27410947,52.51568928915081,13.415145786907676,21487224+28373972+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,194.44573279373776+312.81867281298753+,
